sampleid	biosample	bioproject	reads	primer_group	genus	species	common_name	old_new_world	pathogen	diet_org	diet_assumed	diet_1	diet_2	diet_group	diet_cat	sex	reprod_stage	total_sample_no	sample_type	collection_year	captive_wild	habitat_assumed	habitat_group	habitat_level_1	habitat_level_2	roost_group	sociality_x	foraging	collection_location	country	continent	virus	body_mass_g	litter_size	litters_peryear	longevity_month	sociality_y	torpor_use
SAMN37240094	SAMN37240094_SRR25885020	PRJNA1012124	paired	V3-V4_2	Carollia	Carollia_perspicillata	Seba's_short-tailed_bat	new_world	Arenaviruses	Frugivorous	Frugivorous	Fruits	Fruits	Fruits_Insects	Frugivorous_Insectivorous	NA	NA	89	Fecal_sample	2022	Captive_probably	Zoo	Urban	Forest	forest_scrub	Cave	Social	gleaning	Moscow_Zoo	Russia	Asia	Arenaviruses	19.23	1	2	148.8	Social	Diurnal
SAMN37240093	SAMN37240093_SRR25885021	PRJNA1012124	paired	V3-V4_2	Carollia	Carollia_perspicillata	Seba's_short-tailed_bat	new_world	Arenaviruses	Frugivorous	Frugivorous	Fruits	Fruits	Fruits_Insects	Frugivorous_Insectivorous	NA	NA	89	Fecal_sample	2022	Captive_probably	Zoo	Urban	Forest	forest_scrub	Cave	Social	gleaning	Moscow_Zoo	Russia	Asia	Arenaviruses	19.23	1	2	148.8	Social	Diurnal
SAMN37240092	SAMN37240092_SRR25885054	PRJNA1012124	paired	V3-V4_2	Carollia	Carollia_perspicillata	Seba's_short-tailed_bat	new_world	Arenaviruses	Frugivorous	Frugivorous	Fruits	Fruits	Fruits_Insects	Frugivorous_Insectivorous	NA	NA	89	Fecal_sample	2022	Captive_probably	Zoo	Urban	Forest	forest_scrub	Cave	Social	gleaning	Moscow_Zoo	Russia	Asia	Arenaviruses	19.23	1	2	148.8	Social	Diurnal
SAMN37240091	SAMN37240091_SRR25885055	PRJNA1012124	paired	V3-V4_2	Carollia	Carollia_perspicillata	Seba's_short-tailed_bat	new_world	Arenaviruses	Frugivorous	Frugivorous	Fruits	Fruits	Fruits_Insects	Frugivorous_Insectivorous	NA	NA	89	Fecal_sample	2022	Captive_probably	Zoo	Urban	Forest	forest_scrub	Cave	Social	gleaning	Moscow_Zoo	Russia	Asia	Arenaviruses	19.23	1	2	148.8	Social	Diurnal
SAMN37240090	SAMN37240090_SRR25885056	PRJNA1012124	paired	V3-V4_2	Carollia	Carollia_perspicillata	Seba's_short-tailed_bat	new_world	Arenaviruses	Frugivorous	Frugivorous	Fruits	Fruits	Fruits_Insects	Frugivorous_Insectivorous	NA	NA	89	Fecal_sample	2022	Captive_probably	Zoo	Urban	Forest	forest_scrub	Cave	Social	gleaning	Moscow_Zoo	Russia	Asia	Arenaviruses	19.23	1	2	148.8	Social	Diurnal
SAMN37240089	SAMN37240089_SRR25885057	PRJNA1012124	paired	V3-V4_2	Carollia	Carollia_perspicillata	Seba's_short-tailed_bat	new_world	Arenaviruses	Frugivorous	Frugivorous	Fruits	Fruits	Fruits_Insects	Frugivorous_Insectivorous	NA	NA	89	Fecal_sample	2022	Captive_probably	Zoo	Urban	Forest	forest_scrub	Cave	Social	gleaning	Moscow_Zoo	Russia	Asia	Arenaviruses	19.23	1	2	148.8	Social	Diurnal
SAMN37240088	SAMN37240088_SRR25885059	PRJNA1012124	paired	V3-V4_2	Carollia	Carollia_perspicillata	Seba's_short-tailed_bat	new_world	Arenaviruses	Frugivorous	Frugivorous	Fruits	Fruits	Fruits_Insects	Frugivorous_Insectivorous	NA	NA	89	Fecal_sample	2022	Captive_probably	Zoo	Urban	Forest	forest_scrub	Cave	Social	gleaning	Moscow_Zoo	Russia	Asia	Arenaviruses	19.23	1	2	148.8	Social	Diurnal
SAMN37240087	SAMN37240087_SRR25885060	PRJNA1012124	paired	V3-V4_2	Carollia	Carollia_perspicillata	Seba's_short-tailed_bat	new_world	Arenaviruses	Frugivorous	Frugivorous	Fruits	Fruits	Fruits_Insects	Frugivorous_Insectivorous	NA	NA	89	Fecal_sample	2022	Captive_probably	Zoo	Urban	Forest	forest_scrub	Cave	Social	gleaning	Moscow_Zoo	Russia	Asia	Arenaviruses	19.23	1	2	148.8	Social	Diurnal
SAMN37240086	SAMN37240086_SRR25885061	PRJNA1012124	paired	V3-V4_2	Carollia	Carollia_perspicillata	Seba's_short-tailed_bat	new_world	Arenaviruses	Frugivorous	Frugivorous	Fruits	Fruits	Fruits_Insects	Frugivorous_Insectivorous	NA	NA	89	Fecal_sample	2022	Captive_probably	Zoo	Urban	Forest	forest_scrub	Cave	Social	gleaning	Moscow_Zoo	Russia	Asia	Arenaviruses	19.23	1	2	148.8	Social	Diurnal
SAMN37240085	SAMN37240085_SRR25885062	PRJNA1012124	paired	V3-V4_2	Carollia	Carollia_perspicillata	Seba's_short-tailed_bat	new_world	Arenaviruses	Frugivorous	Frugivorous	Fruits	Fruits	Fruits_Insects	Frugivorous_Insectivorous	NA	NA	89	Fecal_sample	2022	Captive_probably	Zoo	Urban	Forest	forest_scrub	Cave	Social	gleaning	Moscow_Zoo	Russia	Asia	Arenaviruses	19.23	1	2	148.8	Social	Diurnal
SAMN37240084	SAMN37240084_SRR25885063	PRJNA1012124	paired	V3-V4_2	Carollia	Carollia_perspicillata	Seba's_short-tailed_bat	new_world	Arenaviruses	Frugivorous	Frugivorous	Fruits	Fruits	Fruits_Insects	Frugivorous_Insectivorous	NA	NA	89	Fecal_sample	2022	Captive_probably	Zoo	Urban	Forest	forest_scrub	Cave	Social	gleaning	Moscow_Zoo	Russia	Asia	Arenaviruses	19.23	1	2	148.8	Social	Diurnal
SAMN37240083	SAMN37240083_SRR25885064	PRJNA1012124	paired	V3-V4_2	Carollia	Carollia_perspicillata	Seba's_short-tailed_bat	new_world	Arenaviruses	Frugivorous	Frugivorous	Fruits	Fruits	Fruits_Insects	Frugivorous_Insectivorous	NA	NA	89	Fecal_sample	2022	Captive_probably	Zoo	Urban	Forest	forest_scrub	Cave	Social	gleaning	Moscow_Zoo	Russia	Asia	Arenaviruses	19.23	1	2	148.8	Social	Diurnal
SAMN37240082	SAMN37240082_SRR25885065	PRJNA1012124	paired	V3-V4_2	Carollia	Carollia_perspicillata	Seba's_short-tailed_bat	new_world	Arenaviruses	Frugivorous	Frugivorous	Fruits	Fruits	Fruits_Insects	Frugivorous_Insectivorous	NA	NA	89	Fecal_sample	2022	Captive_probably	Zoo	Urban	Forest	forest_scrub	Cave	Social	gleaning	Moscow_Zoo	Russia	Asia	Arenaviruses	19.23	1	2	148.8	Social	Diurnal
SAMN37240081	SAMN37240081_SRR25885066	PRJNA1012124	paired	V3-V4_2	Carollia	Carollia_perspicillata	Seba's_short-tailed_bat	new_world	Arenaviruses	Frugivorous	Frugivorous	Fruits	Fruits	Fruits_Insects	Frugivorous_Insectivorous	NA	NA	89	Fecal_sample	2022	Captive_probably	Zoo	Urban	Forest	forest_scrub	Cave	Social	gleaning	Moscow_Zoo	Russia	Asia	Arenaviruses	19.23	1	2	148.8	Social	Diurnal
SAMN37240080	SAMN37240080_SRR25885067	PRJNA1012124	paired	V3-V4_2	Carollia	Carollia_perspicillata	Seba's_short-tailed_bat	new_world	Arenaviruses	Frugivorous	Frugivorous	Fruits	Fruits	Fruits_Insects	Frugivorous_Insectivorous	NA	NA	89	Fecal_sample	2022	Captive_probably	Zoo	Urban	Forest	forest_scrub	Cave	Social	gleaning	Moscow_Zoo	Russia	Asia	Arenaviruses	19.23	1	2	148.8	Social	Diurnal
SAMN37240079	SAMN37240079_SRR25885068	PRJNA1012124	paired	V3-V4_2	Carollia	Carollia_perspicillata	Seba's_short-tailed_bat	new_world	Arenaviruses	Frugivorous	Frugivorous	Fruits	Fruits	Fruits_Insects	Frugivorous_Insectivorous	NA	NA	89	Fecal_sample	2022	Captive_probably	Zoo	Urban	Forest	forest_scrub	Cave	Social	gleaning	Moscow_Zoo	Russia	Asia	Arenaviruses	19.23	1	2	148.8	Social	Diurnal
SAMN37240078	SAMN37240078_SRR25885070	PRJNA1012124	paired	V3-V4_2	Carollia	Carollia_perspicillata	Seba's_short-tailed_bat	new_world	Arenaviruses	Frugivorous	Frugivorous	Fruits	Fruits	Fruits_Insects	Frugivorous_Insectivorous	NA	NA	89	Fecal_sample	2022	Captive_probably	Zoo	Urban	Forest	forest_scrub	Cave	Social	gleaning	Moscow_Zoo	Russia	Asia	Arenaviruses	19.23	1	2	148.8	Social	Diurnal
SAMN37240077	SAMN37240077_SRR25885071	PRJNA1012124	paired	V3-V4_2	Carollia	Carollia_perspicillata	Seba's_short-tailed_bat	new_world	Arenaviruses	Frugivorous	Frugivorous	Fruits	Fruits	Fruits_Insects	Frugivorous_Insectivorous	NA	NA	89	Fecal_sample	2022	Captive_probably	Zoo	Urban	Forest	forest_scrub	Cave	Social	gleaning	Moscow_Zoo	Russia	Asia	Arenaviruses	19.23	1	2	148.8	Social	Diurnal
SAMN37240076	SAMN37240076_SRR25885072	PRJNA1012124	paired	V3-V4_2	Carollia	Carollia_perspicillata	Seba's_short-tailed_bat	new_world	Arenaviruses	Frugivorous	Frugivorous	Fruits	Fruits	Fruits_Insects	Frugivorous_Insectivorous	NA	NA	89	Fecal_sample	2022	Captive_probably	Zoo	Urban	Forest	forest_scrub	Cave	Social	gleaning	Moscow_Zoo	Russia	Asia	Arenaviruses	19.23	1	2	148.8	Social	Diurnal
SAMN37240075	SAMN37240075_SRR25885073	PRJNA1012124	paired	V3-V4_2	Carollia	Carollia_perspicillata	Seba's_short-tailed_bat	new_world	Arenaviruses	Frugivorous	Frugivorous	Fruits	Fruits	Fruits_Insects	Frugivorous_Insectivorous	NA	NA	89	Fecal_sample	2022	Captive_probably	Zoo	Urban	Forest	forest_scrub	Cave	Social	gleaning	Moscow_Zoo	Russia	Asia	Arenaviruses	19.23	1	2	148.8	Social	Diurnal
SAMN37240074	SAMN37240074_SRR25885074	PRJNA1012124	paired	V3-V4_2	Carollia	Carollia_perspicillata	Seba's_short-tailed_bat	new_world	Arenaviruses	Frugivorous	Frugivorous	Fruits	Fruits	Fruits_Insects	Frugivorous_Insectivorous	NA	NA	89	Fecal_sample	2022	Captive_probably	Zoo	Urban	Forest	forest_scrub	Cave	Social	gleaning	Moscow_Zoo	Russia	Asia	Arenaviruses	19.23	1	2	148.8	Social	Diurnal
SAMN37240073	SAMN37240073_SRR25885075	PRJNA1012124	paired	V3-V4_2	Carollia	Carollia_perspicillata	Seba's_short-tailed_bat	new_world	Arenaviruses	Frugivorous	Frugivorous	Fruits	Fruits	Fruits_Insects	Frugivorous_Insectivorous	NA	NA	89	Fecal_sample	2022	Captive_probably	Zoo	Urban	Forest	forest_scrub	Cave	Social	gleaning	Moscow_Zoo	Russia	Asia	Arenaviruses	19.23	1	2	148.8	Social	Diurnal
SAMN37240072	SAMN37240072_SRR25885076	PRJNA1012124	paired	V3-V4_2	Carollia	Carollia_perspicillata	Seba's_short-tailed_bat	new_world	Arenaviruses	Frugivorous	Frugivorous	Fruits	Fruits	Fruits_Insects	Frugivorous_Insectivorous	NA	NA	89	Fecal_sample	2022	Captive_probably	Zoo	Urban	Forest	forest_scrub	Cave	Social	gleaning	Moscow_Zoo	Russia	Asia	Arenaviruses	19.23	1	2	148.8	Social	Diurnal
SAMN37240071	SAMN37240071_SRR25885077	PRJNA1012124	paired	V3-V4_2	Carollia	Carollia_perspicillata	Seba's_short-tailed_bat	new_world	Arenaviruses	Frugivorous	Frugivorous	Fruits	Fruits	Fruits_Insects	Frugivorous_Insectivorous	NA	NA	89	Fecal_sample	2022	Captive_probably	Zoo	Urban	Forest	forest_scrub	Cave	Social	gleaning	Moscow_Zoo	Russia	Asia	Arenaviruses	19.23	1	2	148.8	Social	Diurnal
SAMN37240070	SAMN37240070_SRR25885078	PRJNA1012124	paired	V3-V4_2	Carollia	Carollia_perspicillata	Seba's_short-tailed_bat	new_world	Arenaviruses	Frugivorous	Frugivorous	Fruits	Fruits	Fruits_Insects	Frugivorous_Insectivorous	NA	NA	89	Fecal_sample	2022	Captive_probably	Zoo	Urban	Forest	forest_scrub	Cave	Social	gleaning	Moscow_Zoo	Russia	Asia	Arenaviruses	19.23	1	2	148.8	Social	Diurnal
SAMN37240069	SAMN37240069_SRR25885079	PRJNA1012124	paired	V3-V4_2	Carollia	Carollia_perspicillata	Seba's_short-tailed_bat	new_world	Arenaviruses	Frugivorous	Frugivorous	Fruits	Fruits	Fruits_Insects	Frugivorous_Insectivorous	NA	NA	89	Fecal_sample	2022	Captive_probably	Zoo	Urban	Forest	forest_scrub	Cave	Social	gleaning	Moscow_Zoo	Russia	Asia	Arenaviruses	19.23	1	2	148.8	Social	Diurnal
SAMN37240068	SAMN37240068_SRR25885081	PRJNA1012124	paired	V3-V4_2	Nyctalus	Nyctalus_noctula	Common_noctune	old_world	Hantaviruses	Insectivorous	Insectivorous	Insects	Insects	Insects	Insectivorous	NA	NA	89	Fecal_sample	2022	Captive_probably	Zoo	Urban	Forest	forest_water	Tree_hollows	Colonial	aerial_hawking_gleaning	Moscow_Zoo	Russia	Asia	Hantaviruses	28.48	1.33	1	144	Colonial	Diurnal_Seasonal
SAMN37240067	SAMN37240067_SRR25885082	PRJNA1012124	paired	V3-V4_2	Nyctalus	Nyctalus_noctula	Common_noctune	old_world	Hantaviruses	Insectivorous	Insectivorous	Insects	Insects	Insects	Insectivorous	NA	NA	89	Fecal_sample	2022	Captive_probably	Zoo	Urban	Forest	forest_water	Tree_hollows	Colonial	aerial_hawking_gleaning	Moscow_Zoo	Russia	Asia	Hantaviruses	28.48	1.33	1	144	Colonial	Diurnal_Seasonal
SAMN37240066	SAMN37240066_SRR25885083	PRJNA1012124	paired	V3-V4_2	Nyctalus	Nyctalus_noctula	Common_noctune	old_world	Hantaviruses	Insectivorous	Insectivorous	Insects	Insects	Insects	Insectivorous	NA	NA	89	Fecal_sample	2022	Captive_probably	Zoo	Urban	Forest	forest_water	Tree_hollows	Colonial	aerial_hawking_gleaning	Moscow_Zoo	Russia	Asia	Hantaviruses	28.48	1.33	1	144	Colonial	Diurnal_Seasonal
SAMN37240065	SAMN37240065_SRR25885084	PRJNA1012124	paired	V3-V4_2	Nyctalus	Nyctalus_noctula	Common_noctune	old_world	Hantaviruses	Insectivorous	Insectivorous	Insects	Insects	Insects	Insectivorous	NA	NA	89	Fecal_sample	2022	Captive_probably	Zoo	Urban	Forest	forest_water	Tree_hollows	Colonial	aerial_hawking_gleaning	Moscow_Zoo	Russia	Asia	Hantaviruses	28.48	1.33	1	144	Colonial	Diurnal_Seasonal
SAMN37240064	SAMN37240064_SRR25885085	PRJNA1012124	paired	V3-V4_2	Nyctalus	Nyctalus_noctula	Common_noctune	old_world	Hantaviruses	Insectivorous	Insectivorous	Insects	Insects	Insects	Insectivorous	NA	NA	89	Fecal_sample	2022	Captive_probably	Zoo	Urban	Forest	forest_water	Tree_hollows	Colonial	aerial_hawking_gleaning	Moscow_Zoo	Russia	Asia	Hantaviruses	28.48	1.33	1	144	Colonial	Diurnal_Seasonal
SAMN37240063	SAMN37240063_SRR25885038	PRJNA1012124	paired	V3-V4_2	Nyctalus	Nyctalus_noctula	Common_noctune	old_world	Hantaviruses	Insectivorous	Insectivorous	Insects	Insects	Insects	Insectivorous	NA	NA	89	Fecal_sample	2022	Captive_probably	Zoo	Urban	Forest	forest_water	Tree_hollows	Colonial	aerial_hawking_gleaning	Moscow_Zoo	Russia	Asia	Hantaviruses	28.48	1.33	1	144	Colonial	Diurnal_Seasonal
SAMN37240062	SAMN37240062_SRR25885039	PRJNA1012124	paired	V3-V4_2	Nyctalus	Nyctalus_noctula	Common_noctune	old_world	Hantaviruses	Insectivorous	Insectivorous	Insects	Insects	Insects	Insectivorous	NA	NA	89	Fecal_sample	2022	Captive_probably	Zoo	Urban	Forest	forest_water	Tree_hollows	Colonial	aerial_hawking_gleaning	Moscow_Zoo	Russia	Asia	Hantaviruses	28.48	1.33	1	144	Colonial	Diurnal_Seasonal
SAMN37240061	SAMN37240061_SRR25885040	PRJNA1012124	paired	V3-V4_2	Nyctalus	Nyctalus_noctula	Common_noctune	old_world	Hantaviruses	Insectivorous	Insectivorous	Insects	Insects	Insects	Insectivorous	NA	NA	89	Fecal_sample	2022	Captive_probably	Zoo	Urban	Forest	forest_water	Tree_hollows	Colonial	aerial_hawking_gleaning	Moscow_Zoo	Russia	Asia	Hantaviruses	28.48	1.33	1	144	Colonial	Diurnal_Seasonal
SAMN37240060	SAMN37240060_SRR25885041	PRJNA1012124	paired	V3-V4_2	Nyctalus	Nyctalus_noctula	Common_noctune	old_world	Hantaviruses	Insectivorous	Insectivorous	Insects	Insects	Insects	Insectivorous	NA	NA	89	Fecal_sample	2022	Captive_probably	Zoo	Urban	Forest	forest_water	Tree_hollows	Colonial	aerial_hawking_gleaning	Moscow_Zoo	Russia	Asia	Hantaviruses	28.48	1.33	1	144	Colonial	Diurnal_Seasonal
SAMN37240059	SAMN37240059_SRR25885042	PRJNA1012124	paired	V3-V4_2	Nyctalus	Nyctalus_noctula	Common_noctune	old_world	Hantaviruses	Insectivorous	Insectivorous	Insects	Insects	Insects	Insectivorous	NA	NA	89	Fecal_sample	2022	Captive_probably	Zoo	Urban	Forest	forest_water	Tree_hollows	Colonial	aerial_hawking_gleaning	Moscow_Zoo	Russia	Asia	Hantaviruses	28.48	1.33	1	144	Colonial	Diurnal_Seasonal
SAMN37240058	SAMN37240058_SRR25885044	PRJNA1012124	paired	V3-V4_2	Nyctalus	Nyctalus_noctula	Common_noctune	old_world	Hantaviruses	Insectivorous	Insectivorous	Insects	Insects	Insects	Insectivorous	NA	NA	89	Fecal_sample	2022	Captive_probably	Zoo	Urban	Forest	forest_water	Tree_hollows	Colonial	aerial_hawking_gleaning	Moscow_Zoo	Russia	Asia	Hantaviruses	28.48	1.33	1	144	Colonial	Diurnal_Seasonal
SAMN37240057	SAMN37240057_SRR25885045	PRJNA1012124	paired	V3-V4_2	Nyctalus	Nyctalus_noctula	Common_noctune	old_world	Hantaviruses	Insectivorous	Insectivorous	Insects	Insects	Insects	Insectivorous	NA	NA	89	Fecal_sample	2022	Captive_probably	Zoo	Urban	Forest	forest_water	Tree_hollows	Colonial	aerial_hawking_gleaning	Moscow_Zoo	Russia	Asia	Hantaviruses	28.48	1.33	1	144	Colonial	Diurnal_Seasonal
SAMN37240056	SAMN37240056_SRR25885046	PRJNA1012124	paired	V3-V4_2	Nyctalus	Nyctalus_noctula	Common_noctune	old_world	Hantaviruses	Insectivorous	Insectivorous	Insects	Insects	Insects	Insectivorous	NA	NA	89	Fecal_sample	2022	Captive_probably	Zoo	Urban	Forest	forest_water	Tree_hollows	Colonial	aerial_hawking_gleaning	Moscow_Zoo	Russia	Asia	Hantaviruses	28.48	1.33	1	144	Colonial	Diurnal_Seasonal
SAMN37240055	SAMN37240055_SRR25885047	PRJNA1012124	paired	V3-V4_2	Nyctalus	Nyctalus_noctula	Common_noctune	old_world	Hantaviruses	Insectivorous	Insectivorous	Insects	Insects	Insects	Insectivorous	NA	NA	89	Fecal_sample	2022	Captive_probably	Zoo	Urban	Forest	forest_water	Tree_hollows	Colonial	aerial_hawking_gleaning	Moscow_Zoo	Russia	Asia	Hantaviruses	28.48	1.33	1	144	Colonial	Diurnal_Seasonal
SAMN37240054	SAMN37240054_SRR25885048	PRJNA1012124	paired	V3-V4_2	Nyctalus	Nyctalus_noctula	Common_noctune	old_world	Hantaviruses	Insectivorous	Insectivorous	Insects	Insects	Insects	Insectivorous	NA	NA	89	Fecal_sample	2022	Captive_probably	Zoo	Urban	Forest	forest_water	Tree_hollows	Colonial	aerial_hawking_gleaning	Moscow_Zoo	Russia	Asia	Hantaviruses	28.48	1.33	1	144	Colonial	Diurnal_Seasonal
SAMN37240053	SAMN37240053_SRR25885049	PRJNA1012124	paired	V3-V4_2	Nyctalus	Nyctalus_noctula	Common_noctune	old_world	Hantaviruses	Insectivorous	Insectivorous	Insects	Insects	Insects	Insectivorous	NA	NA	89	Fecal_sample	2022	Captive_probably	Zoo	Urban	Forest	forest_water	Tree_hollows	Colonial	aerial_hawking_gleaning	Moscow_Zoo	Russia	Asia	Hantaviruses	28.48	1.33	1	144	Colonial	Diurnal_Seasonal
SAMN37240052	SAMN37240052_SRR25885050	PRJNA1012124	paired	V3-V4_2	Nyctalus	Nyctalus_noctula	Common_noctune	old_world	Hantaviruses	Insectivorous	Insectivorous	Insects	Insects	Insects	Insectivorous	NA	NA	89	Fecal_sample	2022	Captive_probably	Zoo	Urban	Forest	forest_water	Tree_hollows	Colonial	aerial_hawking_gleaning	Moscow_Zoo	Russia	Asia	Hantaviruses	28.48	1.33	1	144	Colonial	Diurnal_Seasonal
SAMN37240051	SAMN37240051_SRR25885051	PRJNA1012124	paired	V3-V4_2	Nyctalus	Nyctalus_noctula	Common_noctune	old_world	Hantaviruses	Insectivorous	Insectivorous	Insects	Insects	Insects	Insectivorous	NA	NA	89	Fecal_sample	2022	Captive_probably	Zoo	Urban	Forest	forest_water	Tree_hollows	Colonial	aerial_hawking_gleaning	Moscow_Zoo	Russia	Asia	Hantaviruses	28.48	1.33	1	144	Colonial	Diurnal_Seasonal
SAMN37240050	SAMN37240050_SRR25885052	PRJNA1012124	paired	V3-V4_2	Nyctalus	Nyctalus_noctula	Common_noctune	old_world	Hantaviruses	Insectivorous	Insectivorous	Insects	Insects	Insects	Insectivorous	NA	NA	89	Fecal_sample	2022	Captive_probably	Zoo	Urban	Forest	forest_water	Tree_hollows	Colonial	aerial_hawking_gleaning	Moscow_Zoo	Russia	Asia	Hantaviruses	28.48	1.33	1	144	Colonial	Diurnal_Seasonal
SAMN37240049	SAMN37240049_SRR25885053	PRJNA1012124	paired	V3-V4_2	Nyctalus	Nyctalus_noctula	Common_noctune	old_world	Hantaviruses	Insectivorous	Insectivorous	Insects	Insects	Insects	Insectivorous	NA	NA	89	Fecal_sample	2022	Captive_probably	Zoo	Urban	Forest	forest_water	Tree_hollows	Colonial	aerial_hawking_gleaning	Moscow_Zoo	Russia	Asia	Hantaviruses	28.48	1.33	1	144	Colonial	Diurnal_Seasonal
SAMN37240048	SAMN37240048_SRR25884999	PRJNA1012124	paired	V3-V4_2	Nyctalus	Nyctalus_noctula	Common_noctune	old_world	Hantaviruses	Insectivorous	Insectivorous	Insects	Insects	Insects	Insectivorous	NA	NA	89	Fecal_sample	2022	Captive_probably	Zoo	Urban	Forest	forest_water	Tree_hollows	Colonial	aerial_hawking_gleaning	Moscow_Zoo	Russia	Asia	Hantaviruses	28.48	1.33	1	144	Colonial	Diurnal_Seasonal
SAMN37240047	SAMN37240047_SRR25885025	PRJNA1012124	paired	V3-V4_2	Nyctalus	Nyctalus_noctula	Common_noctune	old_world	Hantaviruses	Insectivorous	Insectivorous	Insects	Insects	Insects	Insectivorous	NA	NA	89	Fecal_sample	2022	Captive_probably	Zoo	Urban	Forest	forest_water	Tree_hollows	Colonial	aerial_hawking_gleaning	Moscow_Zoo	Russia	Asia	Hantaviruses	28.48	1.33	1	144	Colonial	Diurnal_Seasonal
SAMN37240046	SAMN37240046_SRR25885036	PRJNA1012124	paired	V3-V4_2	Nyctalus	Nyctalus_noctula	Common_noctune	old_world	Hantaviruses	Insectivorous	Insectivorous	Insects	Insects	Insects	Insectivorous	NA	NA	89	Fecal_sample	2022	Captive_probably	Zoo	Urban	Forest	forest_water	Tree_hollows	Colonial	aerial_hawking_gleaning	Moscow_Zoo	Russia	Asia	Hantaviruses	28.48	1.33	1	144	Colonial	Diurnal_Seasonal
SAMN37240045	SAMN37240045_SRR25885015	PRJNA1012124	paired	V3-V4_2	Nyctalus	Nyctalus_noctula	Common_noctune	old_world	Hantaviruses	Insectivorous	Insectivorous	Insects	Insects	Insects	Insectivorous	NA	NA	89	Fecal_sample	2022	Captive_probably	Zoo	Urban	Forest	forest_water	Tree_hollows	Colonial	aerial_hawking_gleaning	Moscow_Zoo	Russia	Asia	Hantaviruses	28.48	1.33	1	144	Colonial	Diurnal_Seasonal
SAMN37240044	SAMN37240044_SRR25885058	PRJNA1012124	paired	V3-V4_2	Nyctalus	Nyctalus_noctula	Common_noctune	old_world	Hantaviruses	Insectivorous	Insectivorous	Insects	Insects	Insects	Insectivorous	NA	NA	89	Fecal_sample	2022	Captive_probably	Zoo	Urban	Forest	forest_water	Tree_hollows	Colonial	aerial_hawking_gleaning	Moscow_Zoo	Russia	Asia	Hantaviruses	28.48	1.33	1	144	Colonial	Diurnal_Seasonal
SAMN37240043	SAMN37240043_SRR25885069	PRJNA1012124	paired	V3-V4_2	Nyctalus	Nyctalus_noctula	Common_noctune	old_world	Hantaviruses	Insectivorous	Insectivorous	Insects	Insects	Insects	Insectivorous	NA	NA	89	Fecal_sample	2022	Captive_probably	Zoo	Urban	Forest	forest_water	Tree_hollows	Colonial	aerial_hawking_gleaning	Moscow_Zoo	Russia	Asia	Hantaviruses	28.48	1.33	1	144	Colonial	Diurnal_Seasonal
SAMN37240042	SAMN37240042_SRR25885080	PRJNA1012124	paired	V3-V4_2	Nyctalus	Nyctalus_noctula	Common_noctune	old_world	Hantaviruses	Insectivorous	Insectivorous	Insects	Insects	Insects	Insectivorous	NA	NA	89	Fecal_sample	2022	Captive_probably	Zoo	Urban	Forest	forest_water	Tree_hollows	Colonial	aerial_hawking_gleaning	Moscow_Zoo	Russia	Asia	Hantaviruses	28.48	1.33	1	144	Colonial	Diurnal_Seasonal
SAMN37240041	SAMN37240041_SRR25885043	PRJNA1012124	paired	V3-V4_2	Nyctalus	Nyctalus_noctula	Common_noctune	old_world	Hantaviruses	Insectivorous	Insectivorous	Insects	Insects	Insects	Insectivorous	NA	NA	89	Fecal_sample	2022	Captive_probably	Zoo	Urban	Forest	forest_water	Tree_hollows	Colonial	aerial_hawking_gleaning	Moscow_Zoo	Russia	Asia	Hantaviruses	28.48	1.33	1	144	Colonial	Diurnal_Seasonal
SAMN37240040	SAMN37240040_SRR25885086	PRJNA1012124	paired	V3-V4_2	Nyctalus	Nyctalus_noctula	Common_noctune	old_world	Hantaviruses	Insectivorous	Insectivorous	Insects	Insects	Insects	Insectivorous	NA	NA	89	Fecal_sample	2022	Captive_probably	Zoo	Urban	Forest	forest_water	Tree_hollows	Colonial	aerial_hawking_gleaning	Moscow_Zoo	Russia	Asia	Hantaviruses	28.48	1.33	1	144	Colonial	Diurnal_Seasonal
SAMN37240039	SAMN37240039_SRR25885087	PRJNA1012124	paired	V3-V4_2	Nyctalus	Nyctalus_noctula	Common_noctune	old_world	Hantaviruses	Insectivorous	Insectivorous	Insects	Insects	Insects	Insectivorous	NA	NA	89	Fecal_sample	2022	Captive_probably	Zoo	Urban	Forest	forest_water	Tree_hollows	Colonial	aerial_hawking_gleaning	Moscow_Zoo	Russia	Asia	Hantaviruses	28.48	1.33	1	144	Colonial	Diurnal_Seasonal
SAMN37723999	SAMN37723999_SRR26326683	PRJNA1025871	paired	V3-V4_4	Rhinolophus	Rhinolophus_ferrumequinum	Greater_hourseshoe_bat	old_world	Betacoronaviruses	Insectivorous	Insectivorous	Insects	Insects	Insects	Insectivorous	NA	NA	11	Fecal_sample	2018	Wild_probably	Cave	Scrub	Scrub	scrub_grassland	Cave	Colonial	aerial_hawking_ambush_gleaning	Yunnan	China	Asia	Betacoronaviruses	19.15	NA	NA	NA	Colonial	Diurnal_Seasonal
SAMN37723998	SAMN37723998_SRR26326720	PRJNA1025871	paired	V3-V4_4	Miniopterus	Miniopterus_fuliginosus	Eastern_bent-wing_bat	old_world	Alphacoronaviruses	Insectivorous	Insectivorous	Insects	Insects	Insects	Insectivorous	NA	NA	9	Fecal_sample	2018	Wild_probably	Cave	Forest	Forest	forest_grassland	Cave	Colonial	aerial_hawking	Yunnan	China	Asia	Alphacoronaviruses	NA	NA	NA	NA	Colonial	Seasonal
